ADM,3740,Comptabilité intermédiaire II (3 crédits)
ADM,3745,Fiscalité I (3 crédits)
ADM,3746,Prix de revient (3 crédits)
ADM,3749,La théorie de la vérification (3 crédits)
ADM,3750,Finance d'entreprise (3 crédits)
ADM,3751,Placements en titres à revenu fixe (3 crédits)
ADM,3752,Gestion de portefeuille (3 crédits)
ADM,3754,Modélisation financière (3 crédits)
ADM,3755,Fintech (3 crédits)
ADM,3757,Module appliquée d'analyse des investissements I (3 crédits)
ADM,3760,Droit des affaires (3 crédits)
ADM,3763,Informatique de soins de santé pour les gestionnaires (3 crédits)
ADM,3778,Thèmes en émergence  en systèmes d'information de gestion (3 crédits)
ADM,3779,"Conception de systèmes d'information, développement et performance (3 crédits)"
ADM,3797,Séminaire en administration (3 crédits)
ADM,3901,Stage coop / Co-op Work Term (3 crédits / 3 units)
ADM,3902,Stage coop / Co-op Work Term (3 crédits / 3 units)
ADM,3993,Préparation à la compétition d'affaires / Preparation to Business Cases (3 crédits / 3 units)
ADM,3994,Préparation et participation à la compétition de cas d'affaires I / Preparation and Participation to Business Cases I (3 crédits / 3 units)
ADM,3998,Recherche appliquée en gestion / Applied Research in Management (3 crédits / 3 units)
ADM,4103,Project Management (3 units)
ADM,4113,Advising Family Business (3 units)
ADM,4307,Business Forecasting Analytics (3 units)
ADM,4310,Managing Science and Technology Enterprises (3 units)
ADM,4311,Strategic Management (3 units)
ADM,4312,Management in the New Economy (3 units)
ADM,4315,Strategic Entrepreneurship (3 units)
ADM,4316,Management of Innovation (3 units)
ADM,4317,"Leadership, Strategy and Sustainability (3 units)"
ADM,4318,Multinational Business Policy (3 units)
ADM,4319,Strategic Management in Developing and Emerging Economies (3 units)
ADM,4322,Marketing Strategy (3 units)
ADM,4325,Promotional Planning Practicum (3 units)
ADM,4326,Digital Marketing Technologies (3 units)
ADM,4328,International Marketing (3 units)
ADM,4329,Personal Selling (3 units)
ADM,4336,Occupational Health and Safety (3 units)
ADM,4337,Managing Change (3 units)
ADM,4338,International Training and Development for Sustainability (3 units)
ADM,4339,Strategic Human Resources Planning (3 units)
ADM,4340,Cases Studies in Accounting (3 units)
ADM,4341,Advanced Auditing (3 units)
ADM,4342,Seminar in Accounting Theory (3 units)
ADM,4343,Data Analytics in Accounting (3 units)
ADM,4344,Taxation II (3 units)
ADM,4345,Management Control Systems (3 units)
ADM,4346,Auditing in a digital environment (3 units)
ADM,4348,Special Topics in Financial Accounting (3 units)
ADM,4349,Advanced Accounting (3 units)
ADM,4350,Equity Valuation (3 units)
ADM,4351,Options and Futures (3 units)
ADM,4352,Advanced Corporate Finance (3 units)
ADM,4354,International Financial Management (3 units)
ADM,4355,"Finance, Ethics and Social Responsibility (3 units)"
ADM,4356,Alternative Investments and Risk Management (3 units)
ADM,4357,Applied Investment Fund Management Module II (3 units)
ADM,4358,Mergers and Acquisitions (3 units)
ADM,4363,Business Optimization Analytics (3 units)
ADM,4377,Digital Enterprise Systems and Strategies (3 units)
ADM,4378,Business Communications Networks (3 units)
ADM,4379,Management and Implementation of Web Technologies in Organizations (3 units)
ADM,4396,Seminar in Administration (3 units)
ADM,4503,Gestion de projets (3 crédits)
ADM,4513,Conseiller les entreprises familiales (3 crédits)
ADM,4707,Analytique des prévisions en gestion (3 crédits)
ADM,4710,Gestion des entreprises scientifiques et technologiques (3 crédits)
ADM,4711,Management stratégique (3 crédits)
ADM,4712,Gérer dans la nouvelle économie (3 crédits)
ADM,4715,Entrepreneuriat stratégique (3 crédits)
ADM,4716,La gestion de l'innovation (3 crédits)
ADM,4717,"Leadership, stratégie et durabilité (3 crédits)"
ADM,4718,Politiques des firmes multinationales (3 crédits)
ADM,4719,Gestion stratégique dans les économies en développement et émergence (3 crédits)
ADM,4722,Stratégie du marketing (3 crédits)
ADM,4725,Projet de planification promotionnelle (3 crédits)
ADM,4726,Marketing et technologies numériques (3 crédits)
ADM,4728,Marketing international (3 crédits)
ADM,4729,Ventes et relations d'affaires (3 crédits)
ADM,4736,Santé et sécurité au travail (3 crédits)
ADM,4737,Changement et développement des organisations (3 crédits)
ADM,4738,Formation et développement internationaux pour la durabilité (3 crédits)
ADM,4739,Planification stratégique des ressources humaines (3 crédits)
ADM,4740,Études de cas en comptabilité (3 crédits)
ADM,4741,Vérification avancée (3 crédits)
ADM,4742,Séminaire en théorie comptable (3 crédits)
ADM,4743,Analyse des données en comptabilité (3 crédits)
ADM,4744,Fiscalité II (3 crédits)
ADM,4745,Systèmes de contrôle de gestion (3 crédits)
ADM,4746,L’audit dans un environnement numérique (3 crédits)
ADM,4748,Sujets spécialisés en comptabilité financière (3 crédits)
ADM,4749,Comptabilité spécialisée (3 crédits)
ADM,4750,Évaluation d'entreprises (3 crédits)
ADM,4751,Options et contrats à terme (3 crédits)
ADM,4752,Gestion financière avancée (3 crédits)
ADM,4754,Gestion financière internationale (3 crédits)
ADM,4755,"Finances, éthique et responsabilité sociale (3 crédits)"
ADM,4756,Les placements alternatifs et la gestion du risque (3 crédits)
ADM,4757,Module appliquée d'analyse des investissements II (3 crédits)
ADM,4758,Fusions et Acquisitions (3 crédits)
ADM,4763,L’optimisation pour l’analytique de gestion (3 crédits)
ADM,4777,Systèmes et stratégies de l'entreprise numérique (3 crédits)
ADM,4778,Réseaux de communication d'affaires (3 crédits)
ADM,4779,Gestion et mise en place des technologies web dans les organisations (3 crédits)
ADM,4797,Séminaire en administration (3 crédits)
ADM,4901,Stage coop / Co-op Work Term (3 crédits / 3 units)
ADM,4902,Stage coop / Co-op Work Term (3 crédits / 3 units)
ADM,4903,Stage sur la création d'une entreprise / New Venture Creation in Practicum (3 crédits / 3 units)
Les,cour,cours ADM de niveau 4000 sont réservés aux étudiants et étudiantes inscrits : 1)
ADM,4904,Connexions I / Connexions I (3 crédits / 3 units)
ADM,4905,Connexions II / Connexions II (3 crédits / 3 units)
ADM,4964,L’application de l’analytique de gestion / Application of Business Analytics (3 crédits / 3 units)
ADM,4994,Préparation et participation à la compétition de cas d'affaires II / Preparation and Participation to business Cases II (3 crédits / 3 units)
ADM,4998,Lectures dirigées en gestion I / Directed Readings in Management I (3 crédits / 3 units)
ADM,4999,Lectures dirigées en gestion II / Directed Readings in Management II (3 crédits / 3 units)
ADM,5300,Data Analysis (3 units)
ADM,5310,Public Sector and Business (3 units)
ADM,5320,Marketing (3 units)
ADM,5330,Organizational Behavior (3 units)
ADM,5331,Human Resource Management (3 units)
ADM,5341,Financial Accounting (3 units)
ADM,5342,Managerial Accounting (3 units)
ADM,5350,Principles of Finance (3 units)
ADM,5351,Managerial Microeconomics (3 units)
ADM,5352,Managerial Macroeconomics (3 units)
ADM,5360,Strategic Management and Policy I (3 units)
ADM,5361,Strategic Management and Policy II (3 units)
ADM,5370,Information Management (3 units)
ADM,5380,Decision Models for Operations Management (3 units)
ADM,5700,Analyse des données (3 crédits)
ADM,5710,Le secteur public et le monde des affaires (3 crédits)
ADM,5720,Marketing (3 crédits)
ADM,5730,Comportement au sein de l'organisation (3 crédits)
ADM,5731,Gestion des ressources humaines (3 crédits)
ADM,5741,Comptabilité financière (3 crédits)
ADM,5742,Comptabilité de gestion (3 crédits)
ADM,5750,Principes de finance (3 crédits)
ADM,5751,Microéconomie de la gestion (3 crédits)
ADM,5752,Macroéconomie de la gestion (3 crédits)
ADM,5760,Stratégie et politique de la gestion I (3 crédits)
ADM,5761,Stratégie et politique de la gestion II (3 crédits)
ADM,5770,Gestion de l'information (3 crédits)
ADM,5780,Modèles de décision en gestion des opérations (3 crédits)
ADM,6260,Project Management I (1.5 unit)
ADM,6261,Project Management II (1.5 unit)
ADM,6274,International E-Business Strategies (1.5 unit)
ADM,6275,Big Data Analytics (1.5 unit)
ADM,6276,Enterprise Resource Planning Systems Management (1.5 unit)
ADM,6277,E-Business Energy Management (1.5 unit)
ADM,6279,Socio-Technical Change (1.5 unit)
ADM,6286,International E-Business Strategies for DTI (1.5 unit)
ADM,6287,Business Intelligence Technologies and Big Data Analytics for DTI (1.5 unit)
ADM,6301,Multivariate Methods in Management (3 units)
ADM,6302,Business and Economic Forecasting (3 units)
ADM,6311,Public Management and Administration in Canada (3 units)
ADM,6315,Project and Program Evaluation (3 units)
ADM,6316,Issues in Public Policy and Administration (3 units)
ADM,6319,Management of Trade Policy (3 units)
ADM,6320,Marketing Research (3 units)
ADM,6321,Services Marketing (3 units)
ADM,6322,Consumer Behavior (3 units)
ADM,6323,Promotional Management (3 units)
ADM,6324,Marketing Strategy (3 units)
ADM,6325,International Marketing (3 units)
ADM,6326,Industrial and Technology Marketing (3 units)
ADM,6330,Organization Design (3 units)
ADM,6331,Managing Organizational Change (3 units)
ADM,6332,Industrial Relations (3 units)
ADM,6335,Performance Management (3 units)
ADM,6336,Employment and Pay Equity (3 units)
ADM,6340,Accounting for Managerial Planning and Control (3 units)
ADM,6342,Corporate Accounting and Financial Analysis (3 units)
ADM,6343,Tax Policy and Management (3 units)
ADM,6344,"Auditing-Internal, External and Comprehensive (3 units)"
ADM,6350,Corporate Finance (3 units)
ADM,6351,Management of Fixed Income Securities (3 units)
ADM,6353,Financial Instruments and Investment Strategies (3 units)
ADM,6354,International Corporate Finance (3 units)
ADM,6357,"Options, Futures and Derivative Securities (3 units)"
ADM,6358,Real Estate Investment and Finance (3 units)
ADM,6362,Project Management (3 units)
ADM,6365,Business Law (3 units)
ADM,6367,Technology Policy and Research and Development Management (3 units)
ADM,6368,Starting a Small Business (3 units)
ADM,6373,Business Telecommunication Systems (3 units)
ADM,6376,Information Systems for Decision-Making (3 units)
ADM,6377,Planning and Development of Information Systems (3 units)
ADM,6381,Managing Technological Risk (3 units)
ADM,6382,Management Analysis and Control of Production Systems (3 units)
ADM,6383,Mathematical Programming (3 units)
ADM,6392,Directed Readings in Administration II (3 units)
ADM,6393,Seminar in Administration I (3 units)
ADM,6395,Seminar in Administration III (3 units)
ADM,6396,Seminar in Administration IV (3 units)
ADM,6420,Digital Marketing (1.5 unit)
ADM,6660,Gestion de projet I (1.5 crédit)
ADM,6661,Gestion de projet II (1.5 crédit)
ADM,6677,Gestion de l'énergie pour les affaires électroniques (1.5 crédit)
ADM,6701,Méthodes d'analyse multivariée en gestion (3 crédits)
ADM,6702,Prévision dans l'économie et dans l'entreprise (3 crédits)
ADM,6711,Gestion et administration publiques au Canada (3 crédits)
ADM,6715,Évaluation de programmes et de projets (3 crédits)
ADM,6716,Problèmes de politique générale et d'administration (3 crédits)
ADM,6719,La gestion de la politique commerciale (3 crédits)
ADM,6720,Méthodes de recherche en marketing (3 crédits)
ADM,6721,Marketing des services (3 crédits)
ADM,6722,Comportement du consommateur (3 crédits)
ADM,6723,Gestion de la promotion (3 crédits)
ADM,6724,Stratégie du marketing (3 crédits)
ADM,6725,Marketing international (3 crédits)
ADM,6726,Marketing des biens technologiques et industriels (3 crédits)
ADM,6730,Design des organisations (3 crédits)
ADM,6731,Gestion du changement organisationnel (3 crédits)
ADM,6732,Relation de travail (3 crédits)
ADM,6735,Gestion de la performance (3 crédits)
ADM,6736,Équité en matière d'emploi et équité salariale (3 crédits)
ADM,6740,Comptabilité pour la planification managériale et le contrôle (3 crédits)
ADM,6742,Comptabilité de l'entreprise et l'analyse financière (3 crédits)
ADM,6743,Politiques fiscales et gestion (3 crédits)
ADM,6744,"La vérification interne, externe et globale (3 crédits)"
ADM,6750,Finance d'entreprise (3 crédits)
ADM,6751,La gestion des titres à revenu fixe (3 crédits)
ADM,6753,Instruments financièrs et stratégies d'investissement (3 crédits)
ADM,6754,Gestion financière internationale (3 crédits)
ADM,6757,"Options, contrats à terme et titres dérivés (3 crédits)"
ADM,6758,Investissement et financement dans l'immobilier (3 crédits)
ADM,6762,La gestion de projets (3 crédits)
ADM,6763,Gestion multinationale (3 crédits)
ADM,6764,Gestion comparée (3 crédits)
ADM,6765,Droit des affaires (3 crédits)
ADM,6767,La technologie et la gestion de la recherche et du développement (3 crédits)
ADM,6768,Le lancement d'une petite et moyenne entreprise (3 crédits)
ADM,6773,Systèmes de télécommunication en gestion (3 crédits)
ADM,6776,Systèmes d'information pour la prise de décision (3 crédits)
ADM,6777,Planification et développement des systèmes d'information (3 crédits)
ADM,6781,La gestion du risque technologique (3 crédits)
ADM,6782,"Gestion, analyse et contrôle des systèmes de production (3 crédits)"
ADM,6783,Programmation mathématique (3 crédits)
ADM,6792,Lectures dirigées en administration II (3 crédits)
ADM,6793,Séminaire en administration I (3 crédits)
ADM,6794,Séminaire en administration II (3 crédits)
ADM,6795,Séminaire en administration III (3 crédits)
ADM,6796,Séminaire en administration IV (3 crédits)
ADM,6901,Projet / Project (3 crédits / 3 units)
AMM,5101,Theory of Elasticity (3 units)
AMM,5102,Advanced Stress Analysis (3 units)
AMM,5103,Theory of Perfectly Plastic Solids (3 units)
AMM,5106,Advanced Topics in Elasticity (3 units)
AMM,5117,Introduction to Composite Materials (3 units)
AMM,5118,Introduction to Plasticity (3 units)
AMM,5119,Fracture Mechanics (3 units)
AMM,5121,Materials Selection in Engineering Design (3 units)
AMM,5122,Failure analysis of high-temperature protective coatings for aerospace applications (3 units)
AMM,5123,Microstructure and Properties of Materials (3 units)
AMM,5124,Fatigue and Damage Tolerance in Aircraft (3 units)
AMM,5125,Materials characterization techniques (3 units)
AMM,5126,Deformation of Materials (3 units)
AMM,5129,Hot Working Metals (3 units)
AMM,5130,Deformation and Fracture of Engineering Materials (3 units)
AMM,5144,Superalloys and Ceramix-Metal Matrix Composites (3 units)
AMM,5159,Advanced Production Planning and Control (3 units)
AMM,5168,Industrial Organization (3 units)
AMM,5179,Manufacturing System Analysis (3 units)
AMM,5182,Theory of Elastic Instability (3 units)
AMM,5317,Experimental Stress Analysis (3 units)
AMM,5345,Surfaces and Coatings (3 units)
AMM,5362,Failure Prevention (3 units)
AMM,5364,Computational Metallurgy (3 units)
AMM,5369,Metallic Phases and Transformations (3 units)
AMM,5374,Integrated Manufacturing – CIMS (3 units)
AMM,5381,Lightweight Structures (3 units)
AMM,5396,Directed Studies (3 units)
AMM,6998,Projet / Project (6 crédits / 6 units)
AMM,9997,#VALUE!
AMM,9998,#VALUE!
AFR,1100,Introduction to African Studies (3 units)
AFR,1500,Introduction aux études africaines (3 crédits)
AFR,3101,Decolonising Research Methodologies (3 units)
AFR,3102,Economic Structures and Systems in Africa (3 units)
AFR,3103,Special Topic in African Studies (3 units)
AFR,3501,Décolonisation des méthodologies de recherche (3 crédits)
AFR,3502,Structures et systèmes économiques en Afrique (3 crédits)
AFR,3503,Thème choisi en études africaines (3 crédits)
AFR,4103,Special Topic in African Studies (3 units)
AFR,4503,Thème choisi en études africaines (3 crédits)
ANA,6300,Seminars (3 units)
ANP,1105,Human Anatomy and Physiology I (3 units)
ANP,1106,Human Anatomy and Physiology II (3 units)
ANP,1107,Human Anatomy and Physiology III (3 units)
ANP,1111,Essentials of Human Anatomy and Physiology I (3 units)
ANP,1115,Essentials of Human Anatomy and Physiology II (3 units)
ANP,1505,Anatomie humaine et physiologie I (3 crédits)
ANP,1506,Anatomie humaine et physiologie II (3 crédits)
ANP,1507,Anatomie humaine et physiologie III (3 crédits)
ANP,1511,Principes d’anatomie et de physiologie humaines I (3 crédits)
ANP,1515,Principes d’anatomie et de physiologie humaines II (3 crédits)
ANE,6101,Anesthesia (3 units)
ANE,6102,Resident Seminars (3 units)
ANT,1101,Social and Cultural Anthropology (3 units)
ANT,1501,Anthropologie sociale et culturelle (3 crédits)
ANT,2103,Socio-Anthropology of the Family (3 units)
ANT,2111,Introduction to Research Methods in Anthropology (3 units)
ANT,2113,"Techniques, Cultures and Environments (3 units)"
ANT,2121,Classical Theories in Anthropology (3 units)
ANT,2126,Anthropology and Indigenous Peoples (3 units)
ANT,2128,Anthropology for the 21st Century (3 units)
ANT,2129,Anthropology of Cities (3 units)
ANT,2130,Anthropology of Popular Culture (3 units)
ANT,2131,"Museums, Representation and Power (3 units)"
ANT,2503,Socioanthropologie de la famille (3 crédits)
ANT,2511,Introduction aux méthodes de recherche en anthropologie (3 crédits)
ANT,2513,"Techniques, cultures et milieux (3 crédits)"
ANT,2521,Théories classiques en anthropologie (3 crédits)
ANT,2526,Anthropologie et peuples autochtones (3 crédits)
ANT,2528,Anthropologie pour le 21e siècle (3 crédits)
ANT,2529,Anthropologie de la ville (3 crédits)
ANT,2530,Anthropologie de la culture populaire (3 crédits)
ANT,2531,"Musées, représentations et pouvoir (3 crédits)"
ANT,3105,Selected Topics in Anthropology (3 units)
ANT,3106,Environmental Anthropology (3 units)
ANT,3120,Anthropology of Science and Technologies (3 units)
ANT,3128,Political Anthropology (3 units)
ANT,3131,Capitalism and Ethnographies of Globalization (3 units)
ANT,3132,Psychological Anthropology (3 units)
ANT,3133,Medical Anthropology (3 units)
ANT,3140,"Cultures, Societies and Identity (3 units)"
ANT,3142,Ethnographer's Magic: Reading and Writing Anthropology (3 units)
ANT,3143,Visual Anthropology (3 units)
ANT,3144,Practical Training in Research Methods in Anthropology (3 units)
ANT,3307,Contemporary Japanese Society (3 units)
ANT,3326,Indigenous Resurgences in a Globalized World (3 units)
ANT,3340,Anthropology of Latin America and the Caribbean (3 units)
ANT,3341,Anthropology of Oceania (3 units)
ANT,3342,Anthropology of Africa (3 units)
ANT,3344,Anthropology of South Asia (3 units)
ANT,3345,Anthropology of the Maghreb and the Middle East (3 units)
ANT,3505,Thèmes choisis en anthropologie (3 crédits)
ANT,3506,Anthropologie environnementale (3 crédits)
ANT,3520,Anthropologie de la science et des technologies (3 crédits)
ANT,3528,Anthropologie politique (3 crédits)
ANT,3531,Capitalisme et ethnographies de la mondialisation (3 crédits)
ANT,3532,Anthropologie psychologique (3 crédits)
ANT,3533,Anthropologie de la santé (3 crédits)
ANT,3540,"Cultures, sociétés et identité (3 crédits)"
ANT,3542,La magie de l'ethnographe: lire et écrire l'anthropologie (3 crédits)
ANT,3543,Anthropologie visuelle (3 crédits)
ANT,3544,Formation pratique aux méthodes de recherche en anthropologie (3 crédits)
ANT,3707,Société japonaise contemporaine (3 crédits)
ANT,3726,Résurgences autochtones dans un monde globalisé (3 crédits)
ANT,3740,Anthropologie de l'Amérique latine et des Caraïbes (3 crédits)
ANT,3741,Anthropologie de l'Océanie (3 crédits)
ANT,3742,Anthropologie de l'Afrique (3 crédits)
ANT,3744,Anthropologie de l'Asie du Sud (3 crédits)
ANT,3745,Anthropologie du Maghreb et du Moyen-Orient (3 crédits)
ANT,4010,Stage international en anthropologie / International Internship in Anthropology (6 crédits / 6 units)
ANT,4105,Selected Topics in Anthropology (3 units)
ANT,4120,Anthropology of Law (3 units)
ANT,4123,Theoretical Currents in Contemporary Anthropology (3 units)
ANT,4133,Ethnography of New Media (3 units)
ANT,4135,Food and Food Systems (3 units)
ANT,4137,Historical Anthropology (3 units)
ANT,4301,Advanced Research Methods in Anthropology (3 units)
ANT,4505,Thèmes choisis en anthropologie (3 crédits)
ANT,4520,Anthropologie du droit (3 crédits)
ANT,4523,Courants théoriques en anthropologie contemporaine (3 crédits)
ANT,4533,Ethnographie des nouveaux médias (3 crédits)
ANT,4535,Nourriture et systèmes alimentaires (3 crédits)
ANT,4537,Anthropologie historique (3 crédits)
ANT,4701,Méthodes de recherche avancées en anthropologie (3 crédits)
ANT,5100,Contemporary Theory in Anthropology (3 units)
ANT,5101,Multimodal Anthropology (3 units)
ANT,5500,Théories contemporaines en anthropologie (3 crédits)
ANT,5501,Anthropologie multimodale (3 crédits)
ANT,6101,"Anthropology of the Political, Rights and Power (3 units)"
ANT,6102,Globalization and Capitalist Imaginaries (3 units)
ANT,6103,The ''Culture'' Question in Anthropology (3 units)
ANT,6104,Indigeneities (3 units)
ANT,6112,Medical Anthropology (3 units)
ANT,6122,Environmental Anthropology (3 units)
ANT,6150,Methodology and Research Proposal in Anthropology (3 units)
ANT,6501,"Anthropologie du politique, droits et pouvoir (3 crédits)"
ANT,6502,Mondialisation et imaginaires capitalistes (3 crédits)
ANT,6503,Questions autour de la notion de «culture» en anthropologie (3 crédits)
ANT,6504,Autochtonies (3 crédits)
ANT,6512,Anthropologie de la santé (3 crédits)
ANT,6522,Anthropologie de l'environnement (3 crédits)
ANT,6550,Méthodologie et problématique (3 crédits)
ANT,6932,Lectures dirigées en anthropologie / Directed Readings in Anthropology (3 crédits / 3 units)
ANT,7990,"Projet de thèse / Thesis Proposal,Rédaction d'un projet de thèse. Soumission du projet au comité de thèse. Noté S (satisfaisant)"
ANT,8500,Séminaire de doctorat (3 crédits)
ANT,8501,Séminaire avancé de recherche en anthropologie (3 crédits)
ANT,9101,"Comprehensive Exercise,Preparation of an annotated course syllabus; includes oral examination. Graded S (Satisfactory)"
ANT,9102,Thesis Proposal (6 units)
ANT,9500,Séminaire de développement professionnel en anthropologie (3 crédits)
ANT,9500,Séminaire de développement professionnel en anthropologie (Partie 1 de 2)
ANT,9500,Séminaire de développement professionnel en anthropologie (Partie 2 de 2)
ANT,9501,"Exercice de synthèse,Exercice de synthèse composé d'un plan de cours annoté; comporte également une épreuve orale. Noté S (satisfaisant)"
ANT,9502,Projet de thèse de doctorat (6 crédits)
ARB,1911,Cours élémentaire d'arabe I / Elementary Arabic I (3 crédits / 3 units)
ARB,1912,Cours élémentaire d'arabe II / Elementary Arabic II (3 crédits / 3 units)
ARB,2101,Arabic Culture I (3 units)
ARB,2102,Arabic Culture II (3 units)
ARB,2103,Pop Culture in the Arab World (3 units)
ARB,2501,Culture arabe I (3 crédits)
ARB,2502,Culture arabe II (3 crédits)
ARB,2503,Culture populaire dans le monde arabe (3 crédits)
ARB,2911,Cours intermédiaire d'arabe I / Intermediate Arabic I (3 crédits / 3 units)
ARB,2912,Cours intermédiaire d'arabe II / Intermediate Arabic II (3 crédits / 3 units)
ARB,3101,Arabic Cinema and Visual Media (3 units)
ARB,3102,Special Topics in Arab Canadian Studies (3 units)
ARB,3501,Cinéma et médias visuels arabes (3 crédits)
ARB,3502,Sujets spéciaux en études arabes canadiennes (3 crédits)
ARB,3901,Introduction à la littérature arabe / Introduction to Arabic Literature (3 crédits / 3 units)
ARB,3902,Sujets spéciaux en littérature arabe / Special Topics in Arabic Literature (3 crédits / 3 units)
ARB,3911,Cours avancé d'arabe I / Advanced Arabic I (3 crédits / 3 units)
ARB,3912,Cours avancé d'arabe II / Advanced Arabic II (3 crédits / 3 units)
ARB,3921,Études dirigées en arabe / Directed Studies in Arabic (3 crédits / 3 units)
ARB,4903,Thèmes choisis en culture arabe / Special Topics in Arabic Culture (3 crédits / 3 units)
ARB,4904,Stage en langue arabe / Practicum in Arabic (3 crédits / 3 units)
ARB,4911,Cours avancé d'arabe III / Advanced Arabic III (3 crédits / 3 units)
ARB,4912,Cours avancé d'arabe IV / Advanced Arabic IV (3 crédits / 3 units)
CLA,1101,Greek Civilization (3 units)
CLA,1102,Roman Civilization (3 units)
CLA,1501,La civilisation grecque (3 crédits)
